obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,FLUOR.FlrLS:MN,FLUOR.FlrLS:SLP,FLUOR.FlrLS:SD,FLUOR.FlrLS:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
75,12921,10/17/24,c,radish,center,crc.2,y,13:13:16,none,0.001183636,1.183636309,2.142321676,417.32,400.7324069,40.94981433,42.64485783,0.264048554,2.962422594,0.251635514,0.158338821,17.74167729,13.28032519,12.887,1.492055941,65.57746158,1.017291183,1.551281734,0.474764758,-52.19836121,95.21917764,6.021853011,66.78434673,51,8,1,0,56421.22091,99.993,84.91784771,0.849237924,0.177429193,6,0.5,0: Broadleaf,2,1729102396,417.32,419.956,9.95515,8.78342,414.001,9.55373,600.063,102.103,0.0844289,13.4832,12.887,999.9,0,0,9978.75,0,0.00152894,99.993,0.692089,0.307911,0,1.5044,0,1982.75,744.746,35.062,39.375,37.75,39.437,35.312,69.2,30.79,0,1729102377,0,1729102347,13:12:26,1729102347,1729102346,76,0,-0.001,3.319,0.401,420,9,0.94,0.07,-2.761687,0.087708518,0.116080273,1,1.17727475,0.067982251,0.012722327,1,2,2,2-Feb,100,100,3.319,0.4014,3.31925,0,0,0,0.4014215,0,0,0,-1,-1,-1,-1,0.8,0.8,1.0376,2.50488,1.54785,2.32788,1.54785,2.27539,28.4794,14.097,18,526.818,467.082,9.99621,19.9047,29.9997,20.0412,19.9984,20.7264,31.6182,0,10,420,8.72434,116.863,102.654,,,,
76,13012.5,10/17/24,c,radish,center,crc.2,y,13:14:47,none,0.001178228,1.178227669,0.430251532,419.093,413.2732383,42.2335963,42.8283347,0.26378628,2.961955503,0.25139541,0.15818689,8.872326755,13.1588596,12.7901,1.482620326,65.37574832,1.009507586,1.544162189,0.47311274,-51.9598402,99.40387832,6.281975556,62.59834043,51,8,1,0,56420.90327,49.9897,42.45454522,0.849265853,0.177483097,6,0.5,0: Broadleaf,2,1729102488,419.093,420.017,9.87845,8.71191,415.799,9.47932,600.025,102.108,0.0849135,13.4126,12.7901,999.9,0,0,9975.62,0,0.00152894,49.9897,0.691147,0.308853,0,1.598,0,1711.91,372.196,34.687,39.312,37.5,39.625,35.125,34.55,15.44,0,1729102468,0,1729102446,13:14:05,1729102445,1729102446,77,-0.025,-0.002,3.294,0.399,420,9,0.37,0.07,-0.97563439,-0.052629617,0.107225672,1,1.159034878,0.096256098,0.011701432,1,2,2,2-Feb,100,100,3.294,0.3991,3.29375,0,0,0,0.399137,0,0,0,-1,-1,-1,-1,0.7,0.7,1.0376,2.5061,1.54785,2.32788,1.54785,2.21313,28.6269,14.0795,18,526.996,467.424,10.0005,19.8636,30,20.0327,19.9986,20.7274,31.9336,0,10,420,8.66994,116.879,102.667,,,,
77,13115,10/17/24,c,radish,center,crc.2,y,13:16:30,none,0.00116634,1.166340402,-1.697048098,421.104,428.7481021,43.81493111,43.03375958,0.262000143,2.968240061,0.24979692,0.157172112,0,13.04858957,12.706,1.474473697,65.22288156,1.003104239,1.537963695,0.471369457,-51.43561171,103.1993217,6.503052768,58.26676271,51,9,1,0,56626.13102,0,0,0,0,6,0.5,0: Broadleaf,2,1729102590,421.104,419.898,9.81581,8.66082,417.779,9.41711,599.949,102.108,0.0847115,13.3509,12.706,999.9,0,0,10011.2,0,0.00152894,0,0,0,0,8.05,0,1458.77,3.48,34.25,39.187,37.187,39.687,34.75,0,0,0,1729102570,0,1729102541,13:15:40,1729102534,1729102541,78,0.032,0,3.325,0.399,420,9,0.39,0.09,1.0281199,0.094047265,0.06397384,1,1.1557265,0.08363257,0.01322177,1,2,2,2-Feb,100,100,3.325,0.3987,3.3255,0,0,0,0.398701429,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03638,2.49023,1.54785,2.32788,1.54785,2.23267,28.8168,14.0707,18,527.484,467.249,9.9996,19.85,30,20.0344,20.0069,20.7266,31.8022,0,10,420,8.66173,116.883,102.668,,,,
78,13421,10/17/24,c,radish,east,cre,y,13:21:36,none,0.002602254,2.602254101,15.83133961,403.115,347.2265725,35.4876459,41.19961866,0.521152535,2.965298102,0.475100244,0.300735413,283.907922,15.26761644,14.0801,1.612638131,64.92406682,1.060163388,1.632928189,0.552474742,-114.7594058,30.8539742,1.969704864,201.9721952,0,0,1,0,56354.40411,1600.1,1358.8674,0.849239048,0.177431362,6,0.5,0: Broadleaf,2,1729102896,403.115,419.992,10.3731,7.79835,399.788,10.0181,600.119,102.116,0.0871397,14.2731,14.0801,999.9,0,0,9993.75,0,0.00152894,1600.1,0.69203,0.30797,0,1.3533,0,12498.4,11917.2,37.375,39.187,38.375,39.875,36.812,1107.32,492.78,0,1729102877,0,1729102832,13:20:32,1729102831,1729102832,79,0.002,-0.044,3.327,0.355,420,8,0.08,0.03,-16.843375,-0.084258912,0.136050178,1,2.5692785,0.012334784,0.004478642,1,2,2,2-Feb,100,100,3.327,0.355,3.32715,0,0,0,0.355001,0,0,0,-1,-1,-1,-1,1.1,1.1,1.03638,2.50122,1.54785,2.32788,1.54785,2.29492,29.0282,13.9832,18,584.089,465.492,10.0029,19.9104,30.0003,20.0503,20.0171,20.7096,37.0621,0,10,420,7.77013,116.875,102.664,,,,
79,13529.5,10/17/24,c,radish,east,cre,y,13:23:24,none,0.002482688,2.482687905,15.60326968,403.389,346.6888619,35.43294153,41.22791478,0.504015955,2.969841904,0.460868178,0.291610829,248.433753,15.12625246,14.068,1.611373475,65.24707492,1.068020166,1.636885894,0.54335331,-109.4865366,38.82670331,2.475215466,180.2491352,0,0,1,0,56486.30088,1400.16,1189.0713,0.849239587,0.177432403,6,0.5,0: Broadleaf,2,1729103005,403.389,419.989,10.4499,7.99386,400.071,10.088,600.172,102.117,0.0868647,14.3105,14.068,999.9,0,0,10019.4,0,0.00152894,1400.16,0.692017,0.307983,0,0.996,0,10774.9,10428.1,38.062,39.375,38.937,40.312,37.437,968.93,431.23,0,1729102985,0,1729102953,13:22:33,1729102953,1729102950,80,-0.009,0.007,3.318,0.362,420,8,0.06,0.03,-16.63155366,-0.031087108,0.119592287,1,2.440314878,0.085349059,0.012705675,1,2,2,2-Feb,100,100,3.318,0.3619,3.3177,0,0,0,0.3618585,0,0,0,-1,-1,-1,-1,0.9,0.9,1.03638,2.50122,1.54785,2.32666,1.54785,2.25464,29.4314,13.9569,18,583.932,464.878,9.99699,19.986,30.0002,20.1014,20.0645,20.7073,35.6607,0,10,420,7.94343,116.862,102.651,,,,
80,13637,10/17/24,c,radish,east,cre,y,13:25:12,none,0.002367748,2.367747728,15.12171205,403.798,347.1888804,35.48330105,41.2688505,0.487721523,2.965705067,0.447146987,0.282830503,212.931012,14.92452144,13.9617,1.600300739,65.23540173,1.066178573,1.634355801,0.534122166,-104.4176748,51.94731605,3.314024152,163.7746774,0,0,1,0,56364.17419,1200.07,1019.1468,0.849239461,0.17743216,6,0.5,0: Broadleaf,2,1729103112,403.798,419.875,10.4321,8.08917,400.401,10.0634,600.03,102.114,0.0877209,14.2866,13.9617,999.9,0,0,9996.25,0,0.00152894,1200.07,0.69202,0.30798,0,0.9763,0,9253.26,8937.84,38.375,39.687,39.25,40.687,37.812,830.47,369.6,0,1729103093,0,1729103058,13:24:18,1729103053,1729103058,81,0.08,0.007,3.398,0.369,420,8,0.08,0.03,-16.2292575,-0.06391182,0.052803929,1,2.3524705,-0.030449381,0.006788638,1,2,2,2-Feb,100,100,3.397,0.3687,3.39785,0,0,0,0.368705,0,0,0,-1,-1,-1,-1,1,0.9,1.03638,2.4939,1.54785,2.32666,1.54785,2.31323,29.8578,13.9482,18,583.922,464.421,10.0001,20.0466,30.0004,20.1555,20.1146,20.7035,34.6108,0,10,420,8.03971,116.849,102.639,,,,
81,13739,10/17/24,c,radish,east,cre,y,13:26:54,none,0.002239417,2.239416608,14.93466041,404.282,346.520803,35.41370562,41.31677986,0.469754116,2.962543552,0.431953268,0.273113117,177.437268,14.70481011,13.8412,1.587829798,65.34468585,1.064871676,1.629622459,0.522958121,-98.75827243,63.98248919,4.082647464,146.7441322,0,0,1,0,56276.07149,1000.04,849.2724,0.84923843,0.177430171,6,0.5,0: Broadleaf,2,1729103214,404.282,420.125,10.4197,8.2032,400.863,10.0468,599.887,102.11,0.0879209,14.2418,13.8412,999.9,0,0,9978.75,0,0.00152894,1000.04,0.692054,0.307946,0,1.0624,0,7841.79,7448.2,38.5,39.812,39.562,40.812,37.937,692.08,307.96,0,1729103195,0,1729103167,13:26:07,1729103161,1729103167,82,0.022,0.004,3.42,0.373,420,8,0.11,0.04,-15.717335,0.003041651,0.06833466,1,2.222941,0.032009606,0.010217761,1,2,2,2-Feb,100,100,3.419,0.3729,3.4196,0,0,0,0.37294,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03516,2.50244,1.54785,2.32666,1.54785,2.20703,30.2005,13.9219,18,583.764,464.166,9.99991,20.0837,30.0001,20.1867,20.1432,20.6966,34.026,0,10,420,8.13752,116.845,102.635,,,,
82,13844.5,10/17/24,c,radish,east,cre,y,13:28:39,none,0.002135079,2.135078526,14.18682082,404.904,348.651663,35.62920769,41.37771375,0.457528025,2.964869866,0.421614451,0.266500413,141.9501647,14.42946244,13.6557,1.568798779,65.31370734,1.05794687,1.619793016,0.510851909,-94.15696299,78.75418503,5.013955647,131.5613424,0,0,1,0,56365.48794,800.004,679.396897,0.849241875,0.177436819,6,0.5,0: Broadleaf,2,1729103320,404.904,419.956,10.3526,8.23953,401.525,9.9754,599.973,102.104,0.0874176,14.1484,13.6557,999.9,0,0,9992.5,0,0.00152894,800.004,0.691937,0.308063,0,1.6617,0,6525.62,5958.08,38.437,39.937,39.75,40.875,37.937,553.55,246.45,0,1729103300,0,1729103268,13:27:47,1729103264,1729103268,83,-0.04,0.004,3.379,0.377,420,8,0.11,0.03,-15.08356829,0.098023693,0.204857651,1,2.12654878,-0.075463275,0.007493402,1,2,2,2-Feb,100,100,3.379,0.3772,3.37925,0,0,0,0.3772365,0,0,0,-1,-1,-1,-1,0.9,0.9,1.03516,2.4939,1.54785,2.32544,1.54785,2.30713,30.5231,13.9219,18,584.08,463.735,10.0005,20.1008,30,20.2118,20.1669,20.697,33.3577,0,10,420,8.20001,116.844,102.631,,,,
83,13942,10/17/24,c,radish,east,cre,y,13:30:17,none,0.002046457,2.046457062,13.15086564,406.101,353.1470778,36.08520443,41.49613157,0.451048354,2.971329388,0.416172888,0.263016399,106.4847463,14.14389148,13.4651,1.549453722,65.45460681,1.053392187,1.609347665,0.496061535,-90.24875643,93.47104587,5.928971521,115.6360072,0,0,1,0,56582.97808,600.156,509.675003,0.849237537,0.177428446,6,0.5,0: Broadleaf,2,1729103417,406.101,420.081,10.309,8.28392,402.714,9.9288,600.083,102.095,0.086801,14.0486,13.4651,999.9,0,0,10030,0,0.00152894,600.156,0.692084,0.307916,0,1.3015,0,5268.7,4469.94,38.187,40,39.812,40.875,37.812,415.36,184.8,0,1729103397,0,1729103374,13:29:34,1729103369,1729103374,84,0.007,0.003,3.386,0.38,420,8,0.29,0.04,-13.929155,0.083759099,0.102116066,1,2.0207025,0.084429118,0.011392678,1,2,2,2-Feb,100,100,3.387,0.3802,3.386333333,0,0,0,0.380177,0,0,0,-1,-1,-1,-1,0.8,0.7,1.03516,2.50854,1.54785,2.32544,1.54785,2.229,30.7604,13.9044,18,583.866,463.227,10.0017,20.0587,29.9999,20.1801,20.1355,20.6885,33.1979,0,10,420,8.22346,116.862,102.645,,,,
84,14050.5,10/17/24,c,radish,east,cre,y,13:32:05,none,0.00195214,1.952140457,10.95246708,408.181,362.5941896,37.04879717,41.70672204,0.43961021,2.967381808,0.406370814,0.256758428,70.92703147,13.86229309,13.2715,1.530019231,65.36658598,1.04536297,1.599231403,0.484656261,-86.08939414,108.7686941,6.897995587,100.504327,0,0,1,0,56480.89308,399.722,339.461506,0.84924399,0.1774409,6,0.5,0: Broadleaf,2,1729103526,408.181,419.93,10.2309,8.29878,404.869,9.85064,600.015,102.09,0.0870294,13.9514,13.2715,999.9,0,0,10008.1,0,0.00152894,399.722,0.691871,0.308129,0,1.4517,0,4009.53,2976.89,37.812,40,39.687,41,37.562,276.56,123.17,0,1729103506,0,1729103472,13:31:11,1729103468,1729103472,85,-0.074,0,3.312,0.38,420,8,0.18,0.04,-11.77237805,-0.093374216,0.063680531,1,1.937096341,-0.074382021,0.008666843,1,2,2,2-Feb,100,100,3.312,0.3803,3.31225,0,0,0,0.380227,0,0,0,-1,-1,-1,-1,1,0.9,1.03516,2.50732,1.54785,2.32544,1.54785,2.19604,30.9985,13.8869,18,584.038,462.706,9.99636,19.9702,30,20.1077,20.0687,20.6926,33.5787,0,10,420,8.26081,116.886,102.666,,,,
85,14158.5,10/17/24,c,radish,east,cre,y,13:33:53,none,0.001855802,1.855801588,6.350244494,412.875,384.7366305,39.30955655,42.184528,0.430918273,2.962774453,0.398883275,0.251981514,35.48277472,13.5373382,13.0335,1.506421646,65.43970841,1.036980757,1.584635357,0.469440889,-81.84085003,124.0615891,7.864465132,85.56797892,0,0,1,0,56367.27762,199.987,169.8361523,0.849235962,0.177425406,6,0.5,0: Broadleaf,2,1729103634,412.875,419.99,10.1493,8.31271,409.61,9.7667,600.123,102.085,0.0876382,13.8102,13.0335,999.9,0,0,9982.5,0,0.00152894,199.987,0.692125,0.307875,0,1.2376,0,2686.73,1489.52,37.312,40,39.5,41.062,37.25,138.42,61.57,0,1729103614,0,1729103582,13:33:02,1729103573,1729103582,86,-0.048,0.002,3.264,0.383,420,8,0.2,0.05,-7.075213659,-0.072985296,0.117167204,1,1.847766585,-0.058391707,0.006834883,1,2,2,2-Feb,100,100,3.265,0.3826,3.2641,0,0,0,0.382577,0,0,0,-1,-1,-1,-1,1,0.9,1.03516,2.50122,1.54785,2.32544,1.54785,2.32056,31.2591,13.8869,18,583.497,462.093,9.99836,19.8986,29.9998,20.0418,20.0047,20.6908,33.5827,0,10,420,8.26307,116.904,102.683,,,,
86,14257.9,10/17/24,c,radish,east,cre,y,13:35:33,none,0.001846477,1.846476673,2.687849294,416.508,402.9210699,41.16686995,42.5550609,0.43365961,2.967401528,0.401278677,0.253506686,17.74352537,13.37748208,12.9355,1.496798421,65.40338997,1.032479358,1.578632787,0.464319063,-81.4296213,130.5904913,8.258667848,75.16306324,0,0,1,0,56520.67669,99.9871,84.91433717,0.849252925,0.177458146,6,0.5,0: Broadleaf,2,1729103733,416.508,419.964,10.1054,8.27807,413.233,9.72388,600.16,102.084,0.0870529,13.7518,12.9355,999.9,0,0,10008.8,0,0.00152894,99.9871,0.691558,0.308442,0,1.2996,0,1999.86,744.559,36.812,40.062,39.312,41.187,36.937,69.15,30.84,0,1729103714,0,1729103690,13:34:49,1729103684,1729103690,87,0.011,-0.001,3.275,0.382,420,8,0.48,0.06,-3.484182439,-0.031449146,0.137924715,1,1.806114146,0.067118948,0.009103711,1,2,2,2-Feb,100,100,3.275,0.3815,3.275,0,0,0,0.381509524,0,0,0,-1,-1,-1,-1,0.8,0.7,1.03638,2.51221,1.54785,2.32544,1.54785,2.26807,31.5643,13.8694,18,583.372,461.248,10.0017,19.8338,29.9999,19.9815,19.9475,20.6989,34.2416,0,10,420,8.23408,116.925,102.697,,,,
87,14361.4,10/17/24,c,radish,east,cre,y,13:37:16,none,0.001824253,1.824252853,0.642927986,418.467,412.8809491,42.18381226,42.75453591,0.428808909,2.965813893,0.397104341,0.250843118,8.873615462,13.29388771,12.89,1.492348906,65.32630556,1.028784884,1.574840143,0.463564023,-80.44955082,131.8797123,8.341058563,68.64483547,0,0,1,0,56479.19896,50.0055,42.46717837,0.84925015,0.177452789,6,0.5,0: Broadleaf,2,1729103837,418.467,419.874,10.0694,8.26264,415.241,9.68654,599.709,102.082,0.0874325,13.7148,12.89,999.9,0,0,10000,0,0.00152894,50.0055,0.691732,0.308268,0,1.5961,0,1749.51,372.392,36.312,40,39,41.187,36.562,34.59,15.42,0,1729103817,0,1729103791,13:36:30,1729103784,1729103791,88,-0.049,0.001,3.226,0.383,420,8,0.5,0.04,-1.53070625,0.028920788,0.125786024,1,1.78749475,0.090484841,0.012342021,1,2,2,2-Feb,100,100,3.226,0.3829,3.22595,0,0,0,0.3828935,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03516,2.51099,1.54785,2.32422,1.54785,2.26074,31.8049,13.8518,18,582.574,460.432,10.0017,19.8025,30.0003,19.9578,19.9288,20.6918,34.7068,0,10,420,8.23377,116.92,102.689,,,,
88,14466.4,10/17/24,c,radish,east,cre,y,13:39:01,none,0.001756342,1.756341917,-1.38200292,420.765,423.4177437,43.26162638,42.99058907,0.411818165,2.965203669,0.382478619,0.241510762,0,13.22591932,12.8637,1.489782299,65.31510527,1.02638352,1.571433615,0.463398779,-77.45467854,130.7335572,8.267686314,61.54656499,0,0,1,0,56467.10132,0,0,0,0,6,0.5,0: Broadleaf,2,1729103942,420.765,420.122,10.0456,8.30689,417.507,9.66483,599.996,102.085,0.0874456,13.6815,12.8637,999.9,0,0,9996.25,0,0.00152894,0,0,0,0,-3.98,0,1317.82,1.8,35.75,39.875,38.5,41.062,36.187,0,0,0,1729103922,0,1729103892,13:38:12,1729103887,1729103892,89,0.032,-0.002,3.258,0.381,420,8,0.42,0.04,0.782272375,0.098155711,0.125569385,1,1.749157,-0.042197674,0.006795122,1,2,2,2-Feb,100,100,3.258,0.3808,3.257619048,0,0,0,0.380736,0,0,0,-1,-1,-1,-1,0.9,0.8,1.03394,2.49756,1.54785,2.32544,1.54785,2.26562,31.9805,13.8343,18,583.384,458.58,10.0002,19.8751,30.0005,20.0065,19.9745,20.682,34.1164,0,10,420,8.26099,116.893,102.661,,,,
89,14887.9,10/17/24,p,radicchio,ten,pd10,y,13:46:03,none,0.001251066,1.251065824,13.11807591,406.338,293.0818081,29.94830261,41.52128535,0.197551237,2.968279112,0.190526839,0.11968958,283.890804,15.88366795,15.2616,1.740407066,64.92633724,1.07868608,1.661399867,0.661720985,-55.17200283,-115.4106527,-7.416219421,105.891929,4,1,1,0,56392.82501,1600,1358.7828,0.84923925,0.177431753,6,0.5,0: Broadleaf,2,1729104363,406.338,419.964,10.5563,9.31848,403.029,10.1381,600.019,102.097,0.0871062,14.5404,15.2616,999.9,0,0,10012.5,0,0.00152894,1600,0.692023,0.307977,0,0.8109,0,17331.3,11916.5,38.312,39.437,39.187,38.062,37.187,1107.24,492.76,0,1729104343,0,1729104292,13:44:52,1729104290,1729104292,90,0.051,0.037,3.309,0.418,420,9,0.26,0.06,-13.65782195,-0.094923345,0.100329177,1,1.242571463,-0.017656307,0.004011463,1,2,2,2-Feb,100,100,3.309,0.4182,3.308857143,0,0,0,0.418188,0,0,0,-1,-1,-1,-1,1.2,1.2,1.03882,2.5061,1.54785,2.323,1.54785,2.32056,30.9552,13.7118,18,578.865,459.733,9.99788,19.8806,30.0001,20.0003,19.9678,20.7586,25.2225,0,10,420,9.31752,116.902,102.658,,,,
90,15000.9,10/17/24,p,radicchio,ten,pd10,y,13:47:56,none,0.001090227,1.090226642,12.70909193,406.765,284.965302,29.11965793,41.56596461,0.176770278,2.963917366,0.171115228,0.107440031,248.4072,15.72665076,15.1313,1.725893162,65.19891985,1.083781702,1.662269413,0.64211146,-48.07899491,-93.12602754,-5.989211154,101.2129664,3,0,1,0,56257.83544,1399.99,1188.9288,0.849240923,0.177434982,6,0.5,0: Broadleaf,2,1729104476,406.765,419.913,10.6059,9.52761,403.418,10.1866,600.208,102.1,0.0866793,14.5485,15.1313,999.9,0,0,9987.5,0,0.00152894,1399.99,0.691971,0.308029,0,1.6583,0,14606.7,10426.7,38.812,39.937,39.812,38.687,37.812,968.75,431.24,0,1729104457,0,1729104417,13:46:56,1729104417,1729104415,91,0.038,0.001,3.347,0.419,420,9,0.2,0.07,-13.20088537,-0.025724739,0.060514911,1,1.067286098,0.091234913,0.010038649,1,2,2,2-Feb,100,100,3.347,0.4193,3.34675,0,0,0,0.41927619,0,0,0,-1,-1,-1,-1,1,1,1.04004,2.49878,1.54785,2.323,1.54785,2.30469,30.6524,13.6855,18,579.174,460.341,10.0013,19.9078,30.0002,20.0208,19.9865,20.7818,22.8465,0.0215859,10,420,9.46342,116.902,102.66,,,,
91,15098.4,10/17/24,p,radicchio,ten,pd10,y,13:49:33,none,0.000997098,0.997098254,12.43024284,407.174,280.9504177,28.70986262,41.60844358,0.166207758,2.974814,0.161215777,0.101195881,212.93652,15.52278612,14.9481,1.705666701,65.17511012,1.082266709,1.660552176,0.623399992,-43.97203301,-66.65316843,-4.266526945,98.04479162,4,1,1,0,56594.65392,1200.09,1019.1648,0.849240307,0.177433792,6,0.5,0: Broadleaf,2,1729104574,407.174,420.01,10.5909,9.60438,403.845,10.1641,600.011,102.099,0.0893607,14.5325,14.9481,999.9,0,0,10049.4,0,0.00152894,1200.09,0.691987,0.308013,0,1.571,0,12605.5,8937.93,39.062,40.25,40.187,38.312,38,830.45,369.64,0,1729104554,0,1729104528,13:48:48,1729104527,1729104528,92,-0.018,0.007,3.329,0.427,420,9,0.13,0.09,-12.8210775,0.010211257,0.041898965,1,0.971981725,0.091073932,0.008911936,1,2,2,2-Feb,100,100,3.329,0.4268,3.3291,0,0,0,0.426755714,0,0,0,-1,-1,-1,-1,0.8,0.8,1.04004,2.51221,1.54785,2.32178,1.54785,2.30591,30.3079,13.668,18,578.867,460.822,9.9999,19.9396,30.0004,20.0556,20.0232,20.7925,21.1726,0.133954,10,420,9.56281,116.895,102.649,,,,
92,15189.4,10/17/24,p,radicchio,ten,pd10,y,13:51:04,none,0.000926406,0.926405805,11.92676291,407.692,282.4565418,28.86427801,41.662109,0.160473115,2.969934335,0.155807055,0.097787335,177.451914,15.23547158,14.6987,1.678466219,65.39847145,1.079056512,1.649972069,0.599409707,-40.85449601,-42.44651297,-2.716562869,91.43434216,4,1,1,0,56464.64411,1000.11,849.333,0.849239584,0.177432396,6,0.5,0: Broadleaf,2,1729104665,407.692,419.996,10.5593,9.64271,404.306,10.128,600.022,102.104,0.0861558,14.4336,14.6987,999.9,0,0,10021.2,0,0.00152894,1000.11,0.69201,0.30799,0,1.9919,0,10927.7,7448.61,39.062,40.437,40.25,39.375,38.062,692.09,308.02,0,1729104645,0,1729104626,13:50:25,1729104621,1729104626,93,0.057,0.005,3.386,0.431,420,10,0.09,0.08,-12.28988,0.031580488,0.04178239,1,0.9024179,0.092900533,0.009004997,1,2,2,2-Feb,100,100,3.386,0.4313,3.386,0,0,0,0.431322381,0,0,0,-1,-1,-1,-1,0.7,0.7,1.04126,2.51831,1.54785,2.32178,1.54785,2.19238,29.9433,13.6505,18,578.701,461.421,10.001,19.9521,30.0002,20.0705,20.0358,20.8053,20.0885,0.485926,10,420,9.57661,116.892,102.646,,,,
93,15293.9,10/17/24,p,radicchio,ten,pd10,y,13:52:49,none,0.000893774,0.893773539,11.51618488,408.174,285.5813318,29.18397605,41.71190099,0.158261215,2.963561991,0.153711479,0.096467555,141.9730299,14.9838835,14.5088,1.658011384,65.17824488,1.071743259,1.644326662,0.586268126,-39.41541309,-20.48271323,-1.312041627,80.76286192,3,0,1,0,56279.94053,800.162,679.5283985,0.849238527,0.177430358,6,0.5,0: Broadleaf,2,1729104769,408.174,420.055,10.4876,9.6032,404.866,10.0554,600,102.105,0.0864698,14.3806,14.5088,999.9,0,0,9985,0,0.00152894,800.162,0.692044,0.307956,0,1.1434,0,9434.18,5959.49,39,40.812,40.437,40.437,38.25,553.75,246.41,0,1729104749,0,1729104715,13:51:55,1729104714,1729104715,94,-0.078,0.001,3.308,0.432,420,10,0.22,0.08,-11.82056098,-0.070473868,0.039470544,1,0.89380722,-0.050261519,0.005189759,1,2,2,2-Feb,100,100,3.308,0.4322,3.3079,0,0,0,0.432269,0,0,0,-1,-1,-1,-1,0.9,0.9,1.04126,2.50854,1.54785,2.32178,1.54785,2.31689,29.5804,13.6505,18,578.994,462.072,10.0016,19.9863,30.0004,20.1037,20.0719,20.8178,20.0866,1.53328,10,420,9.55915,116.888,102.642,,,,
94,15388.4,10/17/24,p,radicchio,ten,pd10,y,13:54:23,none,0.000805006,0.805005841,10.51923821,409.055,289.1356724,29.5471182,41.8018169,0.147504049,2.965107945,0.143545465,0.09006273,106.4409921,14.72671195,14.2873,1.634429855,65.30584104,1.068919839,1.636790556,0.565510016,-35.50075758,3.56476426,0.227877457,74.73287626,4,1,1,0,56341.17505,599.878,509.4418015,0.849242348,0.177437733,6,0.5,0: Broadleaf,2,1729104864,409.055,419.904,10.46,9.66338,405.667,10.0285,599.974,102.105,0.0861892,14.3096,14.2873,999.9,0,0,9993.75,0,0.00152894,599.878,0.691925,0.308075,0,1.5887,0,8067.48,4467.62,38.812,41.125,40.5,41.187,38.312,415.07,184.81,0,1729104844,0,1729104820,13:53:39,1729104820,1729104819,95,0.079,-0.001,3.387,0.431,420,10,0.2,0.12,-10.90047,0.060628143,0.053154291,1,0.7915205,0.052765531,0.005573319,1,2,2,2-Feb,100,100,3.388,0.4315,3.3871,0,0,0,0.431449524,0,0,0,-1,-1,-1,-1,0.7,0.7,1.04248,2.51953,1.54785,2.32178,1.54785,2.28638,29.219,13.6242,18,578.777,462.509,10.0001,20.0255,30,20.1353,20.0988,20.832,19.1502,2.81538,10,420,9.60877,116.885,102.64,,,,
